,BOROUGH,ZIP CODE,ADDRESS,avg price,YEAR BUILT,detail_addr,lat_x,long,geometry,index_right,ZIPCODE,grocery distance < 100 numbers,grocery distance < 200 numbers,grocery distance < 300 numbers,grocery distance < 400 numbers,grocery distance < 500 numbers,closest_hospital_name,hospital_distance,hospital_lat,hospital_long,closest_library_name,library_distance,library_lat,library_long,mall1_addr,mall1_lat,mall1_lng,mall1_dist,mall2_addr,mall2_lat,mall2_lng,mall2_dist,mall3_addr,mall3_lat,mall3_lng,mall3_dist,closest_police,police_dist,police_lat,police_long,closest_small_park,small_park_distance,small_park_total_area,small_park_lng,small_park_lat,closest_mid_park,mid_park_distance,mid_park_total_area,mid_park_lng,mid_park_lat,closest_big_park,big_park_distance,big_park_total_area,big_park_lng,big_park_lat,subway_line < 100m,subway_line_number < 100m,subway_station < 100,subway_geo < 100,subway_line < 300m,subway_line_number < 300m,subway_station < 300,subway_geo < 300,subway_line < 500m,subway_line_number < 500m,subway_station < 500,subway_geo < 500,elem_school_addr,elem_school_lat,elem_school_lng,elem_school_dist,high_school_addr,high_school_lat,high_school_lng,high_school_dist,junior_high_school_addr,junior_high_school_lat,junior_high_school_lng,junior_high_school_dist,secondary_school_addr,secondary_school_lat,secondary_school_lng,secondary_school_dist,college_addr,college_lat,college_lng,college_dist,restaurants1_addr,restaurants1_lat,restaurants1_lng,restaurants1_dist,restaurants2_addr,restaurants2_lat,restaurants2_lng,restaurants2_dist,restaurants3_addr,restaurants3_lat,restaurants3_lng,restaurants3_dist,restaurants4_addr,restaurants4_lat,restaurants4_lng,restaurants4_dist,restaurants5_addr,restaurants5_lat,restaurants5_lng,restaurants5_dist,cafes1_addr,cafes1_lat,cafes1_lng,cafes1_dist,cafes2_addr,cafes2_lat,cafes2_lng,cafes2_dist,cafes3_addr,cafes3_lat,cafes3_lng,cafes3_dist,cafes4_addr,cafes4_lat,cafes4_lng,cafes4_dist,cafes5_addr,cafes5_lat,cafes5_lng,cafes5_dist,bank_addr,bank_lat,bank_lng,bank_dist,restaurants_num,cafes_num,subway_distance
0,Brooklyn,11203.0,1048 BROOKLYN AVE,399.900149775337,2008.0,"1048 Brooklyn Ave, Brooklyn, NY 11203, USA",40.6480373,-73.94376319999999,POINT (-73.94376319999999 40.6480373),159,11203.0,1,1,1,0,9,Kings County Hospital Center,860.5833924322562,40.655762,-73.94458,Rugby,1135.7867719610108,40.64861929304924,-73.93035653080916,"1693 Nostrand Ave., Brooklyn, NY 11226, United States",40.6446483,-73.9486757,560.6101539219931,"1245 Brooklyn Ave, Brooklyn, NY 11203, United States",40.6429183,-73.9427753,574.5587209055498,"569 E 42nd St, Brooklyn, NY 11203, United States",40.6412849,-73.9367743,954.8403313800076,106-09 FLATLANDS AVENUE,4247.351125689727,40.64839797465251,-73.89354901006145,TILDEN PLAYGROUND,1054.504373,5960.901147,-73.93130572,40.6476598,WINGATE PARK.1,1224.315408,14414.21844,-73.9449429,40.65902581,PROSPECT PARK.3,2004.957574,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,,0,,,2707 ALBERMARLE ROAD,40.64821884,-73.95190404,688.8558321,5800 TILDEN AVENUE,40.64819759,-73.92284485,1769.385691,72 VERONICA PLACE,40.64853876,-73.95305923,788.2354833,911 FLATBUSH AVENUE,40.6492773,-73.95812659,1222.639576,450 CLARKSON AVENUE,40.65507268,-73.94494355,787.611356,"936, BROOKLYN AVENUE, Brooklyn, 11203",40.650679499752,-73.943766571777,293.40885516042454,"184, EAST   35 STREET, Brooklyn, 11203",40.650633311949,-73.944739631692,299.87605241685606,"3524, CHURCH AVENUE, Brooklyn, 11203",40.651064106411,-73.944458176769,341.21928592174777,"3523, CHURCH AVENUE, Brooklyn, 11203",40.651080582075,-73.94447257822,343.23248060274284,"3719, CHURCH AVENUE, Brooklyn, 11203",40.651126303508,-73.942566125787,357.6551793856626,"1413, NOSTRAND AVENUE, Brooklyn, 11226",40.651977788875,-73.949686604911,665.1848896798228,"1412, NOSTRAND AVENUE, Brooklyn, 11226",40.652054656939,-73.949718981438,672.8782685765103,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,736.6044127535778,"830, ROGERS AVENUE, Brooklyn, 11226",40.650334843392,-73.952444728528,777.3434465702497,"1285, NOSTRAND AVENUE, Brooklyn, 11226",40.655669691854,-73.950083859778,1002.0600731988624,"4102 Church Ave, Brooklyn, NY 11203, United States",40.6511415,-73.9383242,574.8485326567629,321,9,538.2096882
1,Brooklyn,11203.0,1439 TROY AVE,288.6247877758913,1935.0,"1439 Troy Ave, Brooklyn, NY 11203, USA",40.637449,-73.9344091,POINT (-73.9344091 40.637449),159,11203.0,0,0,1,0,3,Kings County Hospital Center,2208.085173334956,40.655762,-73.94458,Clarendon,1134.7724165773966,40.63574014928098,-73.94763429707129,"569 E 42nd St, Brooklyn, NY 11203, United States",40.6412849,-73.9367743,470.6134822116635,"1163 Utica Ave,Building #2, Brooklyn, NY 11203, United States",40.6441173,-73.9291818,862.4698884466297,"1159 Utica Ave, Brooklyn, NY 11203, United States",40.6443235,-73.9293297,876.0034230006098,106-09 FLATLANDS AVENUE,3663.8785431192464,40.64839797465251,-73.89354901006145,P.S. 198.1,221.59995,5536.635358,-73.9370043,40.63772051,HARRY MAZE MEMORIAL PARK,1101.160061,10860.12159,-73.92338455,40.64272184,MARINE PARK.2,3363.377892,27346.19326,-73.93824582,40.60730244,,0,,,,0,,,,0,,,4105 FARRAGUT ROAD,40.63720609,-73.93703521,223.7863087,6565 FLATLANDS AVENUE,40.63342926,-73.91736994,1508.995851,5909 BEVERLY ROAD,40.64716422,-73.92062438,1588.561713,2900 BEDFORD AVENUE,40.63050217,-73.95321993,1768.493824,2900 BEDFORD AVENUE,40.63176555,-73.95348409,1732.737137,"4315, FARRAGUT ROAD, Brooklyn, 11203",40.637074494409,-73.935047900419,68.18919719706648,"1055, EAST   45 STREET, Brooklyn, 11203",40.635470642596,-73.933482180256,233.2650000579717,"4108, FARRAGUT ROAD, Brooklyn, 11210",40.636919302564,-73.937310759686,252.41480161240693,"4501, GLENWOOD ROAD, Brooklyn, 11203",40.634894127412,-73.933291801944,299.0411046008271,"4021, GLENWOOD ROAD, Brooklyn, 11210",40.634608545651,-73.937954257168,435.2428872227613,"33, HILLEL PLACE, Brooklyn, 11210",40.632231306607,-73.948512631073,1326.374029399747,"952, UTICA AVENUE, Brooklyn, 11203",40.649593316487,-73.930163430092,1395.588885541683,"1931, FLATBUSH AVENUE, Brooklyn, 11210",40.622681894707,-73.936920729601,1653.549601663276,"3001, AVENUE K, Brooklyn, 11210",40.624402155104,-73.946274424246,1762.5956869371937,"2177, RALPH AVENUE, Brooklyn, 11234",40.624835410467,-73.917811646636,1983.3541456524613,"4901 Kings Hwy, Brooklyn, NY 11234, United States",40.634389,-73.92898199999999,571.184262465505,193,2,1208.500333
2,Brooklyn,11203.0,168 EAST 57TH ST,313.51724137931035,1920.0,"168 E 57th St, Brooklyn, NY 11203, USA",40.6518506,-73.9238233,POINT (-73.9238233 40.6518506),159,11203.0,1,1,3,0,8,Dr. Susan Smith McKinney Nursing and Rehabilitation Center,1619.545047931099,40.659968,-73.939733,Rugby,658.855647951607,40.64861929304924,-73.93035653080916,"5424 Church Ave, Brooklyn, NY 11203, United States",40.6523379,-73.9257195,169.25651068027912,"491 E 94th St #4, Brooklyn, NY 11212, United States",40.6552786,-73.9175027,656.2494863103369,"1159 Utica Ave, Brooklyn, NY 11203, United States",40.6443235,-73.9293297,956.85824174806,106-09 FLATLANDS AVENUE,2589.0997480342003,40.64839797465251,-73.89354901006145,TILDEN PLAYGROUND.1,760.7851088,5960.901147,-73.9311905,40.64791987,HARRY MAZE MEMORIAL PARK.3,953.864416,10860.12159,-73.92342305,40.64326628,PROSPECT PARK.3,3395.289997,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,,0,,,5404 TILDEN AVENUE,40.64820474,-73.92564996,433.3384553,5800 TILDEN AVENUE,40.64819759,-73.92284485,414.0117257,5909 BEVERLY ROAD,40.64716422,-73.92062438,586.5404746,600 KINGSTON AVENUE,40.65950923,-73.94316518,1843.650764,450 CLARKSON AVENUE,40.65507268,-73.94494355,1821.714128,"195, EAST   56 STREET, Brooklyn, 11203",40.651983222786,-73.924574944152,65.25487580567196,"5713, CHURCH AVENUE, Brooklyn, 11203",40.652525984176,-73.923511182349,79.50951126531845,"5901, CHURCH AVENUE, Brooklyn, 11203",40.652494581853,-73.921720088897,191.7177072130669,"5424, CHURCH AVENUE, Brooklyn, 11203",40.652393281155,-73.926243073774,213.34297925214463,"5419, CHURCH AVENUE, Brooklyn, 11203",40.652409777661,-73.926286301999,217.3687978269316,"952, UTICA AVENUE, Brooklyn, 11203",40.649593316487,-73.930163430092,591.9288743496736,"1, BROOKDALE PLZ, Brooklyn, 11212",40.654156034922,-73.911583760349,1066.3458006985754,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,1924.29086131261,"10401, FOSTER AVENUE, Brooklyn, 11236",40.651512194519,-73.900775787977,1949.6411496699784,"560, RALPH AVENUE, Brooklyn, 11233",40.669984839791,-73.922488940382,2016.9184325779747,"5211 Church Ave, Brooklyn, NY 11203, United States",40.6524764,-73.9280141,361.1891891747493,189,2,1247.741617
3,Brooklyn,11203.0,193 EAST 37TH ST,220.0,1920.0,"193 E 37th St, Brooklyn, NY 11203, USA",40.6524617,-73.9427604,POINT (-73.9427604 40.6524617),159,11203.0,0,1,1,0,7,Kings County Hospital Center,397.487623334425,40.655762,-73.94458,Crown Heights,1069.2967692336229,40.661189307734446,-73.9481022990789,"1693 Nostrand Ave., Brooklyn, NY 11226, United States",40.6446483,-73.9486757,1001.5714099344556,"1245 Brooklyn Ave, Brooklyn, NY 11203, United States",40.6429183,-73.9427753,1059.767684810744,"610 Utica Ave, Brooklyn, NY 11203, United States",40.6585798,-73.9314995,1169.8542611621424,560 SUTTER AVENUE,4179.682208097377,40.66885049145351,-73.8982662469963,PARKSIDE PLAYGROUND.2,1100.04032,8753.200304,-73.95467459,40.65643615,WINGATE PARK.1,751.932269,14414.21844,-73.9449429,40.65902581,PROSPECT PARK.3,1841.094784,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,,0,,,490 FENIMORE STREET,40.65876113,-73.94641628,764.8151437,5800 TILDEN AVENUE,40.64819759,-73.92284485,1749.713797,655 PARKSIDE AVENUE,40.65642023,-73.95121809,839.5699674,600 KINGSTON AVENUE,40.65950923,-73.94316518,783.3578038,450 CLARKSON AVENUE,40.65507268,-73.94494355,343.7403353,"3719, CHURCH AVENUE, Brooklyn, 11203",40.651126303508,-73.942566125787,149.19953491474558,"3814, CHURCH AVENUE, Brooklyn, 11203",40.651169761122,-73.941657928108,171.1046891561465,"3523, CHURCH AVENUE, Brooklyn, 11203",40.651080582075,-73.94447257822,210.93137032233105,"3524, CHURCH AVENUE, Brooklyn, 11203",40.651064106411,-73.944458176769,211.43631811036065,"3901, CHURCH AVENUE, Brooklyn, 11203",40.651237949941,-73.940818179647,213.1911274078734,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,369.3926350415408,"1413, NOSTRAND AVENUE, Brooklyn, 11226",40.651977788875,-73.949686604911,588.249375299628,"1412, NOSTRAND AVENUE, Brooklyn, 11226",40.652054656939,-73.949718981438,590.2609592136318,"1285, NOSTRAND AVENUE, Brooklyn, 11226",40.655669691854,-73.950083859778,714.5111842429467,"284, CLARKSON AVENUE, Brooklyn, 11226",40.655368048503,-73.950736417128,747.7937905279774,"4102 Church Ave, Brooklyn, NY 11203, United States",40.6511415,-73.9383242,402.82287140033645,337,13,593.4741506
4,Brooklyn,11203.0,193 EAST 40,460.2962736713501,2007.0,"193 E 40th St, Brooklyn, NY 11203, USA",40.6508721,-73.9398025,POINT (-73.9398025 40.6508721),159,11203.0,0,2,2,0,6,Kings County Hospital Center,676.8454111118828,40.655762,-73.94458,Rugby,837.1821258929074,40.64861929304924,-73.93035653080916,"1245 Brooklyn Ave, Brooklyn, NY 11203, United States",40.6429183,-73.9427753,918.3407562220032,"1693 Nostrand Ave., Brooklyn, NY 11226, United States",40.6446483,-73.9486757,1020.2600726596,"569 E 42nd St, Brooklyn, NY 11203, United States",40.6412849,-73.9367743,1095.0085903194683,106-09 FLATLANDS AVENUE,3921.715632224283,40.64839797465251,-73.89354901006145,TILDEN PLAYGROUND.1,798.7749422,5960.901147,-73.9311905,40.64791987,WINGATE PARK.1,1004.404909,14414.21844,-73.9449429,40.65902581,PROSPECT PARK.3,2140.098274,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,,0,,,684 LINDEN BOULEVARD,40.65334636,-73.93297381,639.5695289,5800 TILDEN AVENUE,40.64819759,-73.92284485,1464.692823,655 PARKSIDE AVENUE,40.65642023,-73.95121809,1145.296173,600 KINGSTON AVENUE,40.65950923,-73.94316518,1000.403624,450 CLARKSON AVENUE,40.65507268,-73.94494355,637.6847773,"3901, CHURCH AVENUE, Brooklyn, 11203",40.651237949941,-73.940818179647,95.02593564830651,"3814, CHURCH AVENUE, Brooklyn, 11203",40.651169761122,-73.941657928108,160.370683356927,"4201, CHURCH AVENUE, Brooklyn, 11203",40.651384644455,-73.937938595443,167.60400729892856,"4208, CHURCH AVENUE, Brooklyn, 11203",40.651370891264,-73.93788455097,171.41074014084208,"4213, CHURCH AVENUE, Brooklyn, 11203",40.65138734626,-73.937859308837,174.02466538555143,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,675.5689533530673,"952, UTICA AVENUE, Brooklyn, 11203",40.649593316487,-73.930163430092,827.5320285647301,"1413, NOSTRAND AVENUE, Brooklyn, 11226",40.651977788875,-73.949686604911,844.9355377913663,"1412, NOSTRAND AVENUE, Brooklyn, 11226",40.652054656939,-73.949718981438,848.9228697013609,"1285, NOSTRAND AVENUE, Brooklyn, 11226",40.655669691854,-73.950083859778,1019.7717243705556,"4102 Church Ave, Brooklyn, NY 11203, United States",40.6511415,-73.9383242,128.55997097679227,271,9,816.3978956
5,Brooklyn,11203.0,270 EAST 40TH ST,360.0,1920.0,"270 E 40th St, Brooklyn, NY 11203, USA",40.6506282,-73.9402186,POINT (-73.94021859999999 40.6506282),159,11203.0,0,2,2,0,7,Kings County Hospital Center,679.0197884302835,40.655762,-73.94458,Rugby,863.4415566111206,40.64861929304924,-73.93035653080916,"1245 Brooklyn Ave, Brooklyn, NY 11203, United States",40.6429183,-73.9427753,883.0506697178904,"1693 Nostrand Ave., Brooklyn, NY 11226, United States",40.6446483,-73.9486757,976.032475884028,"569 E 42nd St, Brooklyn, NY 11203, United States",40.6412849,-73.9367743,1077.6716452054209,106-09 FLATLANDS AVENUE,3955.042144956754,40.64839797465251,-73.89354901006145,TILDEN PLAYGROUND.1,820.6868512,5960.901147,-73.9311905,40.64791987,WINGATE PARK.1,1014.520338,14414.21844,-73.9449429,40.65902581,PROSPECT PARK.3,2119.115465,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,,0,,,684 LINDEN BOULEVARD,40.65334636,-73.93297381,683.0489655,5800 TILDEN AVENUE,40.64819759,-73.92284485,1494.045033,72 VERONICA PLACE,40.64853876,-73.95305923,1110.559067,600 KINGSTON AVENUE,40.65950923,-73.94316518,1017.211368,450 CLARKSON AVENUE,40.65507268,-73.94494355,635.0427295,"3901, CHURCH AVENUE, Brooklyn, 11203",40.651237949941,-73.940818179647,84.5953877608988,"3814, CHURCH AVENUE, Brooklyn, 11203",40.651169761122,-73.941657928108,135.77939984913624,"3719, CHURCH AVENUE, Brooklyn, 11203",40.651126303508,-73.942566125787,206.10879823278628,"4201, CHURCH AVENUE, Brooklyn, 11203",40.651384644455,-73.937938595443,210.3383521205168,"4208, CHURCH AVENUE, Brooklyn, 11203",40.651370891264,-73.93788455097,213.9433721591497,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,663.749864507943,"1413, NOSTRAND AVENUE, Brooklyn, 11226",40.651977788875,-73.949686604911,814.6791441367599,"1412, NOSTRAND AVENUE, Brooklyn, 11226",40.652054656939,-73.949718981438,818.9785190069408,"952, UTICA AVENUE, Brooklyn, 11203",40.649593316487,-73.930163430092,858.1809383501243,"1285, NOSTRAND AVENUE, Brooklyn, 11226",40.655669691854,-73.950083859778,1004.77210147824,"4102 Church Ave, Brooklyn, NY 11203, United States",40.6511415,-73.9383242,170.06086150235484,280,9,781.632088
6,Brooklyn,11203.0,289 EAST 51ST ST,310.0,1920.0,"289 E 51st St, Brooklyn, NY 11203, USA",40.654838,-73.929423,POINT (-73.929423 40.654838),159,11203.0,1,1,2,0,9,Dr. Susan Smith McKinney Nursing and Rehabilitation Center,1041.5149565119182,40.659968,-73.939733,Rugby,695.0687866941677,40.64861929304924,-73.93035653080916,"5424 Church Ave, Brooklyn, NY 11203, United States",40.6523379,-73.9257195,418.5509707452762,"610 Utica Ave, Brooklyn, NY 11203, United States",40.6585798,-73.9314995,451.1019957281716,"491 E 94th St #4, Brooklyn, NY 11212, United States",40.6552786,-73.9175027,1009.3135707094284,560 SUTTER AVENUE,3059.9180815211384,40.66885049145351,-73.8982662469963,TILDEN PLAYGROUND.1,782.6485117,5960.901147,-73.9311905,40.64791987,LINCOLN TERRACE/ARTHUR S. SUMMERS PARK,1210.329748,16742.88442,-73.92687272,40.6655628,PROSPECT PARK.3,2868.343545,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,,0,,,133 EAST  53 STREET,40.65713871,-73.92770718,293.8208435,5800 TILDEN AVENUE,40.64819759,-73.92284485,923.7381594,905 WINTHROP STREET,40.65888527,-73.92894352,451.2633503,600 KINGSTON AVENUE,40.65950923,-73.94316518,1272.68182,450 CLARKSON AVENUE,40.65507268,-73.94494355,1312.869229,"744, UTICA AVENUE, Brooklyn, 11203",40.654918537796,-73.930734476241,111.27482722004838,"744A, UTICA AVENUE, Brooklyn, 11203",40.654918537796,-73.930734476241,111.27482722004838,"793, UTICA AVENUE, Brooklyn, 11203",40.65402915973,-73.9306200763,135.34090467978407,"778, LENOX ROAD, Brooklyn, 11203",40.65530299375,-73.931044022501,146.4955481161873,"736, LINDEN BOULEVARD, Brooklyn, 11203",40.653760443317,-73.931070850686,183.6866497470001,"952, UTICA AVENUE, Brooklyn, 11203",40.649593316487,-73.930163430092,585.7643986083207,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,1431.0572177447405,"1, BROOKDALE PLZ, Brooklyn, 11212",40.654156034922,-73.911583760349,1510.6172992466627,"1413, NOSTRAND AVENUE, Brooklyn, 11226",40.651977788875,-73.949686604911,1742.9654725002283,"1412, NOSTRAND AVENUE, Brooklyn, 11226",40.652054656939,-73.949718981438,1744.124044525936,"794 Utica Ave, Brooklyn, NY 11203, United States",40.6540094,-73.9309074,155.6498992899793,222,3,1247.521874
7,Brooklyn,11203.0,343 EAST 55TH ST,217.5,1925.0,"343 E 55th St, Brooklyn, NY 11203, USA",40.6495198,-73.9250782,POINT (-73.9250782 40.6495198),159,11203.0,0,0,0,0,7,Dr. Susan Smith McKinney Nursing and Rehabilitation Center,1697.7241520603818,40.659968,-73.939733,Rugby,457.5027519045774,40.64861929304924,-73.93035653080916,"5424 Church Ave, Brooklyn, NY 11203, United States",40.6523379,-73.9257195,317.6076777608615,"1159 Utica Ave, Brooklyn, NY 11203, United States",40.6443235,-73.9293297,679.9134892983272,"1163 Utica Ave,Building #2, Brooklyn, NY 11203, United States",40.6441173,-73.9291818,693.1032939484513,106-09 FLATLANDS AVENUE,2669.6465009188955,40.64839797465251,-73.89354901006145,TILDEN PLAYGROUND.1,546.657151,5960.901147,-73.9311905,40.64791987,HARRY MAZE MEMORIAL PARK.3,708.4059146,10860.12159,-73.92342305,40.64326628,PROSPECT PARK.3,3360.451424,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,,0,,,5404 TILDEN AVENUE,40.64820474,-73.92564996,153.832064,5800 TILDEN AVENUE,40.64819759,-73.92284485,239.2499368,5909 BEVERLY ROAD,40.64716422,-73.92062438,458.6206849,600 KINGSTON AVENUE,40.65950923,-73.94316518,1889.558865,450 CLARKSON AVENUE,40.65507268,-73.94494355,1789.710261,"195, EAST   56 STREET, Brooklyn, 11203",40.651983222786,-73.924574944152,276.8477209861585,"252, EAST   54 STREET, Brooklyn, 11203",40.652077812197,-73.926524524941,309.27968730653544,"5424, CHURCH AVENUE, Brooklyn, 11203",40.652393281155,-73.926243073774,333.9554842059167,"5419, CHURCH AVENUE, Brooklyn, 11203",40.652409777661,-73.926286301999,336.79740021537486,"5403, CHURCH AVENUE, Brooklyn, 11203",40.652401610517,-73.9263908235,338.72686408520883,"952, UTICA AVENUE, Brooklyn, 11203",40.649593316487,-73.930163430092,430.1823100065212,"1, BROOKDALE PLZ, Brooklyn, 11212",40.654156034922,-73.911583760349,1252.0585333375732,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,1876.7756832897528,"10401, FOSTER AVENUE, Brooklyn, 11236",40.651512194519,-73.900775787977,2067.3232464353937,"1413, NOSTRAND AVENUE, Brooklyn, 11226",40.651977788875,-73.949686604911,2099.1445883643014,"1003 Utica Ave, Brooklyn, NY 11203, United States",40.648537,-73.9296674,403.2052607735324,169,2,1525.135929
8,Brooklyn,11203.0,376 EAST 53RD ST,288.85,1920.0,"376 E 53rd St, Brooklyn, NY 11203, USA",40.6507105,-73.9274974,POINT (-73.92749739999999 40.6507105),159,11203.0,0,0,4,0,11,Dr. Susan Smith McKinney Nursing and Rehabilitation Center,1458.6335200902963,40.659968,-73.939733,Rugby,335.269336040688,40.64861929304924,-73.93035653080916,"5424 Church Ave, Brooklyn, NY 11203, United States",40.6523379,-73.9257195,235.09550002253067,"1159 Utica Ave, Brooklyn, NY 11203, United States",40.6443235,-73.9293297,725.9925891811885,"1163 Utica Ave,Building #2, Brooklyn, NY 11203, United States",40.6441173,-73.9291818,745.88850647291,106-09 FLATLANDS AVENUE,2882.7893596934887,40.64839797465251,-73.89354901006145,TILDEN PLAYGROUND.1,440.0023035,5960.901147,-73.9311905,40.64791987,HARRY MAZE MEMORIAL PARK.3,895.6149522,10860.12159,-73.92342305,40.64326628,PROSPECT PARK.3,3126.212716,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,,0,,,5404 TILDEN AVENUE,40.64820474,-73.92564996,319.1280154,5800 TILDEN AVENUE,40.64819759,-73.92284485,482.4104303,5909 BEVERLY ROAD,40.64716422,-73.92062438,702.150261,600 KINGSTON AVENUE,40.65950923,-73.94316518,1646.346376,450 CLARKSON AVENUE,40.65507268,-73.94494355,1552.989583,"252, EAST   54 STREET, Brooklyn, 11203",40.652077812197,-73.926524524941,172.6982114652199,"5226, CHURCH AVENUE, Brooklyn, 11203",40.652210592395,-73.928149722123,175.47966902249797,"5322, CHURCH AVENUE, Brooklyn, 11203",40.652325283956,-73.927216194989,180.88755968169505,"5107, CHURCH AVENUE, Brooklyn, 11203",40.65198618675,-73.929220309575,203.2285070668871,"5101, CHURCH AVENUE, Brooklyn, 11203",40.651975232117,-73.929259963637,204.81046814646805,"952, UTICA AVENUE, Brooklyn, 11203",40.649593316487,-73.930163430092,257.3637083034654,"1, BROOKDALE PLZ, Brooklyn, 11212",40.654156034922,-73.911583760349,1399.2346298029242,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,1644.1953813838006,"1413, NOSTRAND AVENUE, Brooklyn, 11226",40.651977788875,-73.949686604911,1881.9648106427564,"1412, NOSTRAND AVENUE, Brooklyn, 11226",40.652054656939,-73.949718981438,1885.350980190868,"5102 Church Ave, Brooklyn, NY 11203, United States",40.6517957,-73.9291506,184.5879169245132,199,2,1528.205009
9,Brooklyn,11203.0,395 LINDEN BOULEVARD,255.1605504587156,1930.0,"395 Linden Blvd, Brooklyn, NY 11203, USA",40.6531965,-73.9446414,POINT (-73.94464139999999 40.6531965),159,11203.0,0,0,0,0,8,Kings County Hospital Center,284.9390032640908,40.655762,-73.94458,Crown Heights,934.5925028213436,40.661189307734446,-73.9481022990789,"1693 Nostrand Ave., Brooklyn, NY 11226, United States",40.6446483,-73.9486757,1008.7186366062596,"1245 Brooklyn Ave, Brooklyn, NY 11203, United States",40.6429183,-73.9427753,1152.2261954408857,"610 Utica Ave, Brooklyn, NY 11203, United States",40.6585798,-73.9314995,1261.9964415555585,560 SUTTER AVENUE,4289.704169340286,40.66885049145351,-73.8982662469963,PARKSIDE PLAYGROUND.2,921.6460891,8753.200304,-73.95467459,40.65643615,WINGATE PARK.1,647.8307998,14414.21844,-73.9449429,40.65902581,PROSPECT PARK.3,1663.169464,44434.40534,-73.96297516,40.65861501,,0,,,,0,,,Q-5-B-G-F-2,6,Church Ave,POINT (-73.97972116229084 40.64427200012998),490 FENIMORE STREET,40.65876113,-73.94641628,635.9061163,5800 TILDEN AVENUE,40.64819759,-73.92284485,1925.268905,655 PARKSIDE AVENUE,40.65642023,-73.95121809,661.4539862,600 KINGSTON AVENUE,40.65950923,-73.94316518,712.0422246,450 CLARKSON AVENUE,40.65507268,-73.94494355,209.9057354,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,193.91338914117068,"3523, CHURCH AVENUE, Brooklyn, 11203",40.651080582075,-73.94447257822,235.40016536394924,"3524, CHURCH AVENUE, Brooklyn, 11203",40.651064106411,-73.944458176769,237.30282363307933,"3405, CHURCH AVENUE, Brooklyn, 11203",40.651017964177,-73.945539355843,253.56092803360465,"3410, CHURCH AVENUE, Brooklyn, 11203",40.651004219714,-73.945496121494,253.95259475202187,"394, LENOX ROAD, Brooklyn, 11203",40.654375205069,-73.946333085053,193.91338914117068,"1413, NOSTRAND AVENUE, Brooklyn, 11226",40.651977788875,-73.949686604911,447.6477470034659,"1412, NOSTRAND AVENUE, Brooklyn, 11226",40.652054656939,-73.949718981438,447.7667475819799,"1285, NOSTRAND AVENUE, Brooklyn, 11226",40.655669691854,-73.950083859778,535.9948881235673,"284, CLARKSON AVENUE, Brooklyn, 11226",40.655368048503,-73.950736417128,569.0919217066422,"1462 Nostrand Ave., Brooklyn, NY 11226, United States",40.6503449,-73.9498784,544.4805303222921,373,16,482.7354459
